ID,population,avg_household_size,level_up_access_pop_percent,sex_total_men,sex_total_women,race_hispanic_or_latino,race_not_hispanic_or_latino,race_american_indian_and_alaska_native,race_asian,race_black_or_african_american,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,race_two_or_more,race_two_or_more_excluding_some_ther_and_three_or_more,race_two_or_more_including_some_other,race_white_alone,occupation_population_16_and_over_total,occupation_management_business_science_and_arts,occupation_service,occupation_sales_and_office,occupation_natural_resources_construction_and_maintenance,occupation_production_transporation_and_material_moving,hh_with_computer_and_internet_total,hh_with_computer,hh_with_bb_internet_subscription,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasi,industry_professional_scientific_management_administrative_and_,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_s,industry_other_services_except_public_administration,industry_public_administration,hh_with_income_total,hh_with_income_less_than_10000,hh_with_income_10000-14999,hh_with_income_15000-24999,hh_with_income_25000-34999,hh_with_income_35000-49999,hh_with_income50000-74999,hh_with_income_75000-99999,hh_with_income_100000-149999,hh_with_income_150000-199999,hh_with_income_200000_and_greater,hh_median_income,hh_mean_income,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18,employment_16_and_over_in_labor_force,employment_employed,employment_unemployed,employment_not_in_labor_force,edu_pop_over_25_less_than_9th_grade,edu_pop_over_25_9th-12th_no_diploma,edu_pop_over_25_high_school_graduate,edu_pop_over_25_some_college_no_degree,edu_pop_over_25_associates_degree,edu_pop_over_25_bachelors_degree,edu_pop_over_25_graduate_or_professional_degree,disability_population_under_18,disability_population_18-64,disability_population_65_and_over,disability_under_18_with_disability,disability_18-64_with_disability,disability_64_and_over_with_disability,citizenship_native_born,citizenship_foreign_born,age_under_5,age_5-9,age_10-14,age_15-19,age_20-24,age_25-34,age_35-44,age_45-54,age_55-59,age_60-64,age_65-74,age_75-84,age_85_and_over
"0500000US47015-Cannon County,Tennessee",13976,2.5,0.39581629871899704,6899,7077,300,13676,34,4,234,0,0,237,237,0,13167,6286,1802,658,1464,836,1526,5513,4481,3555,226,461,1369,85,840,474,121,303,397,1231,357,269,153,5513,443,300,678,676,687,1087,867,501,122,152,49523,60817,5513,1701,3812,6611,6286,325,4704,6.4,9.5,48.5,17.8,4.0,8.2,5.6,2969,8367,2462,109,1449,1018,13696,280,736,1112,622,722,799,1831,1615,2041,960,974,1521,712,331
"0500000US47047-Fayette County,Tennessee",39692,2.54,0.7795633569969853,19510,20182,1034,38658,155,273,10857,1,4,311,311,0,27057,17629,6076,2310,4016,2387,2840,15410,12759,11077,330,1605,2412,689,2116,1636,165,1175,1429,3496,818,811,947,15410,1115,707,1598,1581,1675,2867,1875,2189,884,919,59017,79807,15410,4284,11126,18909,17629,1280,13830,3.3,10.1,33.1,25.0,6.9,14.9,6.8,7862,23526,7760,406,2892,2834,39010,682,2042,2057,2400,2217,2053,4338,4588,5505,3291,3253,4915,2389,644
"0500000US47067-Hancock County,Tennessee",6585,2.28,0.7093216497960417,3293,3292,55,6530,19,51,37,0,3,36,32,4,6384,2295,586,557,322,371,459,2809,1905,1233,104,199,428,30,231,140,5,84,86,642,104,103,139,2809,368,231,593,411,301,423,279,151,11,41,28990,46443,2809,835,1974,2506,2295,211,2882,9.8,13.9,42.6,17.9,4.3,4.8,6.8,1340,3799,1281,27,1099,617,6490,95,335,437,333,323,374,740,790,887,563,484,777,382,160
"0500000US47091-Johnson County,Tennessee",17789,2.31,0.9186530245109062,9682,8107,352,17437,85,63,584,0,5,204,199,5,16496,5810,1489,1219,1222,813,1067,6858,4991,4022,221,613,963,74,681,309,13,259,343,1217,365,235,517,6858,826,637,1059,960,1149,1048,518,312,222,127,34151,48422,6858,1750,5108,6039,5810,229,9120,8.0,12.5,41.9,18.0,8.4,7.7,3.6,2915,9180,3789,235,1795,1719,17490,299,720,621,1073,860,947,2124,2341,2667,1151,1383,2349,1134,419
"0500000US47103-Lincoln County,Tennessee",33711,2.45,0.7232166244652056,16620,17091,1154,32557,54,175,2342,0,0,639,639,0,29347,14678,4079,2195,2967,1739,3698,13636,10849,8607,348,1097,3484,273,1870,751,182,773,921,2367,1092,689,831,13636,947,867,1507,1738,2206,2565,1552,1524,483,247,45736,61014,13636,4105,9531,15427,14678,749,11701,5.7,11.2,40.7,17.3,6.4,12.7,6.0,7532,19675,6161,318,3544,2657,33172,539,1713,1918,2557,2056,1724,3572,4133,4614,2626,2447,3653,2021,677
"0500000US47127-Moore County,Tennessee",6322,2.4,0.436189889025894,3101,3221,13,6309,149,107,84,0,0,83,77,6,5886,2763,710,268,590,333,862,2602,2060,1601,58,136,837,48,382,177,33,125,156,519,56,157,79,2602,99,131,349,273,349,514,313,403,87,84,52294,73086,2602,773,1829,2899,2763,136,2303,5.8,8.6,42.0,17.0,5.9,12.8,7.9,1267,3651,1311,46,416,435,6228,94,344,395,299,345,386,588,767,912,420,515,814,387,150
"0500000US47051-Franklin County,Tennessee",41512,2.41,0.7461675156971923,20414,21098,1362,40150,65,226,1971,26,98,994,994,0,36770,18194,5505,2991,3560,2086,4052,16431,13686,11446,356,1084,4308,229,2288,539,127,683,1332,4389,1190,905,764,16431,1085,1181,1914,1559,2647,3297,1944,1552,575,677,49038,67080,16431,4825,11606,19080,18194,886,14956,4.9,7.8,40.0,18.9,7.6,12.3,8.5,8530,24872,7767,617,4007,3494,40406,1106,2057,2518,2286,3113,3180,4401,4801,5169,3225,2835,4661,2512,754
"0500000US47009-Blount County,Tennessee",128443,2.52,0.9669086154817186,62290,66153,4180,124263,369,973,3299,80,36,2385,2385,0,117121,59749,19865,9889,14912,5890,9193,50159,43465,38626,462,3898,8055,1651,7377,3119,1037,3951,5751,13903,6057,2774,1714,50159,2830,2415,5117,5658,7349,9326,6874,6458,2364,1768,54140,73646,50159,14792,35367,62987,59749,3238,42456,3.8,7.1,34.8,21.7,8.6,15.6,8.4,26485,76238,24569,1016,8779,8509,124723,3720,6457,7200,7813,8065,7182,14551,15604,18423,9207,8919,14877,7400,2745
"0500000US47019-Carter County,Tennessee",56391,2.32,0.9669450798886348,27618,28773,1013,55378,194,214,850,0,0,558,558,0,53562,23008,6845,4591,5019,2268,4285,23594,18085,14909,267,1697,3019,468,2947,996,347,916,1746,6645,1873,1287,800,23594,2570,2019,3401,3334,3686,4317,1936,1592,444,295,36589,50467,23594,6265,17329,24334,23008,1326,22769,6.7,10.5,39.4,21.5,5.1,10.7,6.1,10703,33447,11214,523,6168,5297,55816,575,2511,2682,3551,3060,3024,6749,6709,8106,4158,4095,6813,3690,1243
"0500000US47057-Grainger County,Tennessee",23013,2.56,0.6341337907375644,11465,11548,742,22271,88,75,94,0,0,254,254,0,21760,9651,2363,1488,1852,1629,2319,8948,7266,6330,426,952,1678,227,1122,933,107,268,743,1840,624,449,282,8948,703,611,1144,1145,1422,1980,1016,634,147,146,42997,55065,8948,2639,6309,10318,9651,667,8564,10.5,10.5,44.1,16.4,8.0,7.1,3.4,4792,13707,4371,488,3053,1905,22487,526,1091,1375,1357,1447,1227,2405,2737,3438,1862,1576,2772,1394,332
"0500000US47097-Lauderdale County,Tennessee",26297,2.41,0.797526625833886,13505,12792,642,25655,198,84,8804,0,14,579,572,7,15976,9376,2265,1600,1885,918,2708,9754,7790,6606,240,507,2259,318,1176,495,79,263,447,1906,408,406,872,9754,1082,749,1436,1248,1410,1876,1051,617,182,103,37915,49469,9754,3543,6211,10225,9376,849,10749,7.1,15.9,44.6,18.8,4.9,5.3,3.4,6052,13647,3830,559,2868,1845,25790,507,1483,1617,1836,1663,1766,3613,3432,3587,1708,1595,2443,1199,355
"0500000US47099-Lawrence County,Tennessee",42937,2.63,0.6040552786588129,21088,21849,892,42045,119,229,746,49,108,559,559,0,40235,16131,4278,2572,2958,2131,4192,16131,12622,10704,365,1401,3266,262,2178,1239,181,583,676,3690,913,500,877,16131,1476,1188,2266,2028,2616,3016,1766,1302,198,275,41553,53405,16131,5325,10806,17663,16131,1532,15767,7.9,9.5,44.8,17.8,7.5,7.3,5.2,10798,24320,7361,490,4365,3046,42536,401,2880,3054,2974,2751,2390,5042,4892,5949,2838,2600,4333,2214,1020
"0500000US47115-Marion County,Tennessee",28417,2.43,0.9104715120904971,13832,14585,498,27919,58,121,603,0,12,1007,1007,0,26118,12401,3323,1870,2616,1710,2882,11582,9349,7907,215,1051,2762,145,1475,850,91,608,891,2631,809,511,362,11582,1202,749,1310,1142,1667,2476,1252,1210,348,226,48024,59882,11582,3768,7814,13080,12401,679,10128,7.9,11.0,39.5,21.7,8.3,8.2,3.4,6044,16784,5313,385,3238,2380,28189,228,1661,1601,1705,1617,1540,3349,3375,3913,2079,2144,3320,1660,453
"0500000US47133-Overton County,Tennessee",22004,2.42,0.8447012274627941,10857,11147,304,21700,0,104,139,75,7,201,201,0,21174,8982,2560,1201,2029,1103,2089,8974,6492,5644,352,715,1571,221,1214,685,72,336,414,2156,561,420,265,8974,861,793,1284,1309,1308,1641,778,773,124,103,36558,49885,8974,2576,6398,9358,8982,376,8390,11.3,9.2,45.2,16.7,4.6,8.5,4.6,4905,12567,4251,247,1686,1503,21679,325,1215,1373,1442,1345,1233,2319,2629,2984,1553,1549,2632,1390,340
"0500000US47165-Sumner County,Tennessee",179473,2.71,0.9668538620819476,87811,91662,8434,171039,498,2282,12587,110,164,3305,3174,131,152093,90151,32041,13837,22982,7047,14244,65645,58751,54418,602,5648,10831,3884,11491,5414,1585,5527,9639,18901,8049,4815,3765,65645,2870,2290,4924,5999,8784,13274,9266,10487,4217,3534,64631,85007,65645,22882,42763,93808,90151,3657,47504,3.6,6.4,31.1,23.7,8.2,18.3,8.6,43041,108171,26696,1869,12818,10149,172196,7277,10954,12472,11991,11531,9988,22124,24145,25710,12219,11063,16750,7386,3140
"0500000US47169-Trousdale County,Tennessee",9573,3.01,0.8601435788354161,5302,4271,65,9508,24,18,911,0,0,468,468,0,8087,4051,990,663,922,661,815,3054,2323,1925,157,425,594,119,476,308,38,240,321,818,278,154,123,3054,181,145,371,354,428,693,455,305,84,38,52864,59870,3054,951,2103,4486,4051,435,3367,7.2,12.6,34.8,23.1,5.5,10.9,5.9,1896,6036,1288,88,956,627,9487,86,594,563,449,732,650,1692,1131,1251,648,512,885,348,118
"0500000US47187-Williamson County,Tennessee",218648,2.9,0.91361302662707,107021,111627,10357,208291,255,9057,9220,56,111,3679,3472,207,185913,110383,60850,12706,25101,5081,6645,75344,72290,69374,617,5875,8538,2855,11563,3008,3326,10095,17010,27346,11010,5985,3155,75344,1802,1051,3097,2943,6059,9587,9345,17072,9095,15293,109026,144449,75344,32224,43120,114160,110383,3777,51380,1.8,2.6,13.5,16.4,6.7,37.2,21.8,60500,130816,26859,1426,6979,7396,202177,16471,13080,17180,18791,16798,11109,20059,32183,34272,15762,12274,17021,7510,2609
"0500000US47027-Clay County,Tennessee",7686,2.39,0.978988837820092,3771,3915,52,7634,77,7,262,0,0,30,30,0,7258,2717,706,637,403,326,645,3173,2254,1764,61,187,487,20,263,145,22,154,150,783,178,132,135,3173,434,278,605,385,387,600,179,268,20,17,31487,45705,3173,940,2233,2843,2717,126,3468,8.7,10.7,46.1,15.6,4.3,9.3,5.3,1529,4284,1778,68,725,630,7651,35,388,476,422,468,337,720,790,1124,588,531,1088,654,100
"0500000US47059-Greene County,Tennessee",68669,2.45,0.9601702645180906,33550,35119,1919,66750,175,246,1314,0,14,997,994,3,64004,28254,7817,5105,6001,2384,6947,27244,21630,18602,546,1412,6133,289,3900,1689,265,909,1597,6980,2249,1137,1148,27244,2428,1878,4200,3388,4086,5145,2835,2221,563,500,40138,56834,27244,7282,19962,30210,28254,1956,26824,7.0,9.4,42.4,19.6,6.2,9.8,5.6,13326,40263,13839,1227,8410,6357,67868,801,3299,3137,4450,4189,4216,7120,8322,9658,4825,5170,8460,4493,1330
"0500000US47157-Shelby County,Tennessee",937005,2.62,0.9790453121915564,445994,491011,58537,878468,1037,23821,499489,201,1895,13851,13372,479,338174,432142,151366,78833,97137,29077,75729,350260,291548,254450,948,20061,38500,14513,48225,55304,6227,23491,45101,96728,40813,22067,20164,350260,31223,21398,41068,35974,46069,59432,37172,41911,17765,18248,49782,73887,350260,110284,239976,468378,432142,36236,257195,4.1,7.7,27.5,23.2,6.3,18.8,12.3,235548,573237,115668,10983,63140,41952,876543,60462,66676,62482,67734,63264,67013,136048,118164,120605,59492,56961,72152,32358,14056
"0500000US47175-Van Buren County,Tennessee",5704,2.59,0.7077656675749319,2882,2822,58,5646,0,0,13,0,0,157,157,0,5476,2153,538,595,343,187,490,2163,1589,1466,103,128,474,26,141,83,23,119,137,446,230,50,193,2163,146,102,473,312,254,467,199,157,26,27,37127,49322,2163,542,1621,2441,2153,288,2319,10.8,9.3,49.8,16.7,4.9,5.1,3.4,1066,3313,1222,105,765,536,5629,75,293,243,336,335,250,543,691,801,440,510,813,343,106
"0500000US47077-Henderson County,Tennessee",27859,2.58,0.6217456252667521,13446,14413,625,27234,0,55,2174,28,16,563,563,0,24398,11310,3245,1836,2071,1206,2952,10671,8480,7288,220,751,2329,243,1258,855,77,478,426,2807,771,635,460,10671,982,722,1350,1495,1396,2005,1557,700,333,131,42430,54443,10671,3225,7446,12266,11310,956,9911,6.5,12.3,40.2,19.0,8.2,10.0,3.8,6423,16349,4738,319,2968,1829,27513,346,1499,2021,1800,1651,1554,3129,3629,3879,1959,1850,2933,1551,404
"0500000US47081-Hickman County,Tennessee",24678,2.66,0.5983001032647549,12910,11768,596,24082,0,86,1230,4,36,413,413,0,22313,9771,2409,1715,1710,1557,2380,8667,6125,4965,277,1192,1737,197,1010,564,108,308,655,1858,881,518,466,8667,655,655,1069,1117,1519,1527,933,762,301,129,41998,60591,8667,2386,6281,10278,9771,507,9809,6.4,14.0,44.5,18.5,5.6,7.4,3.5,5349,13869,3870,134,2959,1554,24371,307,1356,1217,1699,1592,1505,3130,3161,3608,1798,1568,2414,1307,323
"0500000US47089-Jefferson County,Tennessee",53247,2.58,0.6981190934948159,26099,27148,1908,51339,64,293,961,0,0,845,831,14,49176,22913,6221,4428,4992,2434,4838,19910,16934,14078,494,1503,3858,530,3111,1376,253,928,1661,4593,2637,1053,916,19910,1210,1166,2581,2362,3069,3850,2109,2324,770,469,47264,64654,19910,5732,14178,24342,22913,1429,19364,6.3,9.3,38.9,21.6,7.6,9.9,6.5,10789,31532,9978,775,5806,3943,51920,1327,2557,3205,2991,3679,3329,5823,6160,7549,3850,3792,6253,3002,1057
"0500000US47153-Sequatchie County,Tennessee",14730,2.66,0.7290696126713696,7331,7399,517,14213,9,0,28,0,9,362,362,0,13805,5929,1702,1110,1172,805,1140,5441,4560,3837,149,661,841,67,697,417,43,414,490,992,630,199,329,5441,357,279,825,519,646,1197,851,641,100,26,51750,58580,5441,1695,3746,6279,5929,350,5774,7.0,10.5,39.2,19.9,8.8,9.1,5.4,3143,8574,2781,280,1902,1152,14463,267,746,779,1026,843,829,1675,1830,2004,1195,932,1762,911,198
"0500000US47155-Sevier County,Tennessee",96287,2.58,0.903317082107706,47281,49006,5612,90675,288,828,692,9,34,1822,1778,44,87002,46263,11608,11726,12574,4372,5983,36945,31616,27974,356,3370,3525,996,6627,1502,658,3363,4251,6153,12277,1658,1527,36945,2087,1995,4514,4763,6612,7750,3984,3497,850,893,45943,60087,36945,10948,25997,49040,46263,2777,29574,6.0,10.1,36.4,22.6,7.7,11.1,6.0,20044,57659,17656,1101,9297,6412,91373,4914,5167,5306,6044,5735,5655,11507,11428,13610,7385,6516,11113,4906,1915
"0500000US47017-Carroll County,Tennessee",28018,2.45,0.6722728418626427,13692,14326,715,27303,86,95,2853,27,3,495,495,0,23744,10892,3135,1879,2289,1225,2364,11062,8411,7360,290,725,1758,158,1339,705,127,388,832,2608,731,657,574,11062,1216,765,1525,1419,1763,1842,1279,912,126,215,40810,54220,11062,3255,7807,11583,10892,691,11128,7.4,10.5,41.6,19.0,4.3,10.2,6.9,5980,16333,5205,554,3194,2388,27771,247,1734,1514,1707,1825,1846,3221,3017,3800,1872,1927,3271,1527,757
"0500000US47023-Chester County,Tennessee",17150,2.67,0.5075446609238596,8207,8943,188,16962,7,86,1771,0,4,401,400,1,14693,6840,2220,1114,1622,740,1144,5958,4929,4212,113,377,1037,127,828,505,84,248,398,1907,557,403,256,5958,404,424,729,776,764,1349,627,504,298,83,45667,58547,5958,1982,3976,7554,6840,714,6313,3.4,10.3,40.7,23.3,5.9,10.2,6.1,3847,10331,2771,243,1071,1059,16876,274,960,805,1328,1673,1386,1944,1936,2154,1014,1110,1637,810,393
"0500000US47037-Davidson County,Tennessee",684017,2.38,0.9727045108795871,329948,354069,69634,614383,1360,24012,185754,423,2311,15873,15072,801,384650,373294,154440,63585,84353,26391,44525,277903,252457,229229,845,22591,27536,9191,39857,17359,11171,27087,48450,89674,46382,18596,14555,277903,17724,11807,25388,27431,39668,52789,35444,36523,14374,16755,56507,81577,277903,76997,200906,391360,373294,18066,160447,4.6,6.9,22.7,19.2,6.4,25.4,14.9,145202,454118,78222,5342,45351,27891,596472,87545,46442,41615,36702,38640,50675,134950,93636,82790,42316,36360,47749,22690,9452
"0500000US47087-Jackson County,Tennessee",11615,2.51,0.8885966400814526,5826,5789,234,11381,0,8,79,0,10,190,190,0,11094,4335,1068,649,898,817,903,4543,3270,2824,153,504,733,91,512,276,67,136,214,1101,243,194,111,4543,424,371,811,596,712,802,470,200,101,56,36703,47723,4543,1090,3453,4707,4335,372,5053,10.3,11.3,46.8,15.9,6.7,5.8,3.2,2137,6874,2408,123,1393,1170,11512,103,503,532,678,711,617,1172,1348,1635,890,1037,1540,775,177
"0500000US47135-Perry County,Tennessee",7912,2.34,0.6457404655770184,3978,3934,192,7720,9,35,274,0,0,106,106,0,7296,2790,724,459,446,487,674,3317,2099,1809,91,260,643,46,170,235,80,45,168,761,77,94,120,3317,563,185,437,482,329,659,314,212,4,132,34634,69509,3317,977,2340,3044,2790,254,3374,9.4,16.5,35.5,20.5,6.7,6.5,5.0,1750,4491,1521,151,679,661,7814,98,532,440,437,506,426,881,913,999,708,457,969,470,174
"0500000US47145-Roane County,Tennessee",52897,2.49,0.9017646397662132,25931,26966,940,51957,138,381,1282,16,7,979,952,27,49154,21345,7184,3689,4809,1684,3979,20963,17090,14810,107,1457,2398,515,2753,1520,295,949,2898,4595,1701,996,1161,20963,1760,1623,2112,2293,2693,3891,2459,2471,1046,615,50003,67077,20963,5329,15634,23034,21345,1689,21231,3.8,8.0,37.1,22.0,9.6,11.7,7.7,10027,30912,11244,688,5750,4148,52051,846,2343,2790,2870,3143,2814,5454,5744,7600,4024,4497,6855,3575,1188
"0500000US47121-Meigs County,Tennessee",11962,2.47,0.5399726270026568,5937,6025,241,11721,27,11,236,0,0,168,161,7,11279,4480,994,698,850,582,1356,4790,3660,2963,110,345,1253,62,445,413,29,140,219,701,369,227,167,4790,388,385,555,565,739,865,599,449,143,102,43250,57326,4790,1429,3361,4944,4480,464,4796,5.1,10.5,45.4,20.6,7.9,5.8,4.8,2569,6854,2428,119,1225,965,11772,190,641,533,884,742,573,1206,1427,1723,845,926,1621,683,158
"0500000US47063-Hamblen County,Tennessee",63740,2.58,0.9999383989897436,31141,32599,7374,56366,111,657,2227,139,7,1175,1146,29,52050,26125,7305,4446,5205,2284,6885,24411,19760,17284,119,1491,7144,520,3018,1133,189,967,1568,5629,2594,1056,697,24411,2206,1499,3440,3163,3756,4665,2987,1922,404,369,42589,55363,24411,7575,16836,28377,26125,2252,22227,8.3,10.4,40.3,17.6,7.3,10.2,5.9,14837,36983,11086,542,6279,4948,59909,3831,3876,3800,4533,4022,3860,7200,8027,8797,4292,3924,6745,3583,1081
"0500000US47075-Haywood County,Tennessee",17779,2.47,0.6218215441516413,8246,9533,779,17000,0,8,9005,8,7,119,119,0,7853,7648,1696,1619,1514,646,2173,7100,5359,4366,217,278,1806,106,945,505,49,257,373,1698,667,306,441,7100,949,485,889,903,1030,1403,672,589,55,125,38362,53838,7100,2049,5051,8238,7648,590,5949,5.3,12.7,45.1,19.6,4.8,7.3,5.3,4089,10473,2986,270,1552,1362,17479,300,1046,1241,1089,1258,833,2172,2004,2414,1391,1264,1850,768,449
"0500000US47083-Houston County,Tennessee",8176,2.7,0.5164004389708572,4066,4110,50,8126,86,20,320,17,0,152,152,0,7531,2990,581,553,622,386,848,2943,2113,1918,54,276,836,27,458,165,19,108,93,565,110,156,123,2943,255,239,372,293,577,606,264,224,57,56,43964,56636,2943,727,2216,3175,2990,185,3442,6.0,17.2,46.1,15.8,4.3,7.6,3.0,1791,4589,1587,127,998,685,8085,91,405,531,533,470,485,917,916,1074,679,442,1051,524,149
"0500000US47071-Hardin County,Tennessee",25771,2.46,0.5929362232964291,12606,13165,642,25129,13,149,1082,21,11,195,186,9,23658,9760,2510,1937,2110,1033,2170,10267,8008,6827,181,717,2045,30,1206,692,145,456,576,1907,736,539,530,10267,1132,639,1447,1195,1684,1697,1187,886,198,202,39798,55860,10267,3136,7131,10600,9760,840,10472,8.3,11.3,42.9,17.2,6.3,9.4,4.5,5369,14667,5308,196,2326,2047,25360,411,1318,1373,1635,1522,1339,2655,2928,3609,1959,1795,3251,1841,546
"0500000US47069-Hardeman County,Tennessee",25562,2.43,0.5470259481037925,14088,11474,442,25120,56,191,10615,0,5,323,304,19,13930,8021,2338,1357,1446,658,2222,8907,6741,5332,159,395,1850,106,882,559,57,199,373,2115,233,399,694,8907,905,712,1320,1127,1548,1583,851,673,115,73,38651,49944,8907,2554,6353,9250,8021,1229,11857,5.1,15.9,47.6,15.2,4.9,7.3,4.1,4976,12662,4199,184,2294,1739,25230,332,976,1420,1693,1680,1617,3529,3282,3547,1634,1704,2659,1380,441
"0500000US47139-Polk County,Tennessee",16782,2.33,0.5867989543726235,8369,8413,335,16447,45,10,37,0,35,359,359,0,15961,6859,1865,1004,1268,1162,1560,7096,5619,4810,268,671,1454,87,813,366,58,351,427,1338,455,219,352,7096,460,417,1019,1030,1249,1140,769,726,152,134,41818,59013,7096,2215,4881,7466,6859,607,6379,7.8,11.9,39.1,21.7,8.5,6.2,4.8,3388,9886,3269,146,1473,1326,16599,183,771,861,1087,986,879,1715,2004,2588,1530,995,2040,1084,242
"0500000US47185-White County,Tennessee",26580,2.63,0.944487109160724,12982,13598,654,25926,8,51,534,0,12,445,445,0,24876,10087,2584,1733,2100,1116,2554,9951,7678,6588,229,551,2262,313,1240,824,89,312,533,2135,718,387,494,9951,806,659,1559,1279,1832,1769,1005,742,170,130,40745,53329,9951,2989,6962,10957,10087,870,10261,7.9,10.0,43.4,20.6,4.6,8.7,4.9,5929,15133,5122,169,2664,2313,26226,354,1568,1401,1973,1607,1370,2976,3066,3683,1785,1888,3037,1695,531
"0500000US47171-Unicoi County,Tennessee",17780,2.29,0.9819381535536544,8895,8885,824,16956,18,70,65,0,14,175,175,0,16614,7063,1873,1209,1450,1032,1499,7521,5888,4956,140,612,1370,125,875,469,50,170,610,1452,558,296,336,7521,517,770,1092,1009,1119,1404,796,636,78,100,39851,51747,7521,2109,5412,7781,7063,718,7224,6.6,8.9,40.5,20.8,8.5,10.5,4.3,3238,10300,3886,247,2023,1847,17315,465,725,951,951,897,1081,1843,1995,2461,1424,1322,2341,1407,382
"0500000US47183-Weakley County,Tennessee",33626,2.28,0.6649363898223716,16541,17085,814,32812,94,75,2908,18,39,431,421,10,29247,14302,4672,2561,3202,1241,2626,13605,11114,9509,550,508,2509,426,1717,665,135,327,755,3938,1483,556,733,13605,1430,999,2038,1884,2020,2368,1281,1151,230,204,38566,52040,13605,3874,9731,15217,14302,915,12685,6.2,9.5,38.0,20.3,4.5,13.8,7.7,6565,20943,5684,330,3374,2434,33053,573,1724,1738,1904,3040,3735,3563,3537,4170,2167,2097,3266,1861,824
"0500000US47007-Bledsoe County,Tennessee",14602,2.77,0.5383032395114179,8517,6085,326,14276,223,8,659,0,23,396,396,0,12967,5739,1499,996,1030,1090,1124,4853,3818,3156,621,538,778,68,565,462,39,214,444,1156,311,112,431,4853,517,361,589,538,722,760,661,357,174,174,42889,61734,4853,1542,3311,6325,5739,586,6181,12.3,12.8,38.7,16.6,6.8,8.5,4.4,2309,8515,2612,174,2056,1373,14223,379,603,565,691,701,891,1915,2130,2329,1322,807,1643,795,210
"0500000US47031-Coffee County,Tennessee",54531,2.49,0.9091777695206752,26640,27891,2283,52248,86,520,1332,7,7,1752,1732,20,48544,23796,6756,3316,5180,2537,6007,21626,18515,14833,473,1548,6400,271,2940,1176,212,1003,1448,3971,2146,1131,1077,21626,1369,1043,2646,2128,4130,4237,2684,2237,602,550,47998,64384,21626,6844,14782,25179,23796,1383,17776,4.4,9.4,38.7,20.8,7.1,12.5,7.1,13133,31620,9135,733,5160,3757,52969,1562,3444,3885,3617,3329,3161,6662,6584,7394,3812,3316,5287,3016,1024
"0500000US47073-Hawkins County,Tennessee",56402,2.39,0.8239323765078806,27582,28820,841,55561,90,271,794,56,7,651,624,27,53692,22014,5323,4196,4687,2560,5248,23330,18573,15174,246,1778,4896,295,2659,1424,243,919,1238,4990,1911,674,741,23330,2112,1575,3690,2810,3704,4442,2180,1999,449,369,40335,55466,23330,7157,16173,23670,22014,1656,22467,6.8,9.5,43.2,19.4,7.1,9.5,4.5,11566,33241,10960,598,6983,5062,55784,618,2829,3099,3492,3246,3079,6189,6578,8306,4298,4025,6887,3342,1032
"0500000US47111-Macon County,Tennessee",23487,2.51,0.9880903991545404,11544,11943,1212,22275,56,188,72,32,0,284,284,0,21643,10215,2695,1577,1623,1416,2904,9202,6955,5782,345,827,2114,266,1475,637,173,450,529,2038,447,627,287,9202,523,843,1358,1718,1199,1439,979,809,210,124,36246,55081,9202,3265,5937,10687,10215,472,7728,10.8,10.4,46.2,15.9,6.8,5.8,4.2,5718,13886,3518,193,2888,1477,22795,692,1685,1561,1551,1423,1446,3066,2720,3287,1577,1505,2249,1031,386
"0500000US47147-Robertson County,Tennessee",69344,2.69,0.8069750275073471,34287,35057,4673,64671,207,378,4830,48,29,1144,1109,35,58035,33524,10961,4954,7063,4293,6253,25388,22116,20299,844,3553,4863,929,3661,1937,475,2111,3014,6405,2532,1362,1838,25388,1118,850,1992,2678,3496,5266,3829,4108,1122,929,61774,76717,25388,9357,16031,35653,33524,2129,18744,4.5,8.0,38.9,21.7,8.3,12.7,5.8,17073,41896,9464,1080,5263,3694,66437,2907,4408,4531,5051,4640,3817,8734,9049,9950,5129,4282,5994,2951,808
"0500000US47021-Cheatham County,Tennessee",39929,2.65,0.8993999901637731,19817,20112,1140,38789,93,137,550,12,11,808,808,0,37178,19619,6310,3148,4114,2794,3253,14952,12923,11693,225,2324,2386,437,2021,1395,226,1085,2071,3799,1349,967,1334,14952,682,438,1359,1537,2207,3089,2309,2466,468,397,58641,69665,14952,4731,10221,20547,19619,928,11436,3.9,11.1,36.4,21.2,7.7,12.5,7.1,9068,25017,5500,441,3105,2055,38959,970,2109,2391,2868,2548,2219,4990,5137,6319,3274,2420,3624,1591,439
"0500000US47055-Giles County,Tennessee",29167,2.47,0.5658091229975564,14246,14921,663,28504,90,65,2877,0,162,707,699,8,24603,12294,3102,1920,2413,1389,3470,11496,9626,7760,346,911,3407,269,1116,575,100,521,690,2448,865,462,584,11496,695,730,1666,1200,1722,2564,1121,1343,308,147,47528,59213,11496,3376,8120,13095,12294,801,10663,5.2,9.4,44.0,20.0,6.2,10.0,5.2,6100,17189,5454,187,2710,2149,28580,587,1646,1559,1826,1814,1732,3222,3234,4119,2168,2177,3449,1690,531
